"id","location_id","title","level","exp","gold","raw_response"
"146","57","🦇🦇🦇 Стая летучих мышей","24","120","11","📋 Страница монстра

🦇🦇🦇 Стая летучих мышей
🔸 Уровень: 24
🗺 Зона охоты: 🗼 Маяк (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 11

Дроп ресурсов:
📄Рецепт [III]: Древнее кровавое ожерелье
📄Рецепт [III]: Древняя стальная цепь
👝 Мешок с ампулами
🪱 Часть щупальца
📄Рецепт [III]: Древний кулон баланса
📄Рецепт [III]: Древняя цепь авангарда
⚛️ Кровь
✴️ Кость
📄Рецепт [III]: Древние бусы из костей
📄Рецепт [III]: Древний скользящий оберег
📄Рецепт [III]: Древнее ожерелье наития"
"147","58","🦕 Водяной монстр","28","200","39","📋 Страница монстра

🦕 Водяной монстр
🔸 Уровень: 28
🗺 Зона охоты: 🎣 Морской причал (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 200
💰 Золото: 39

Дроп ресурсов:
⚛️ Кровь
🧬 Реагент для зелья
🧬 Реагент для зелья
📢 Рупор
🛑 Философский камень
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
🍏 Зеленое яблоко
👝 Мешок с ресурсами [III]
✴️💧Чистая кость
❇️ Кожа
⏺ Хитин
💧 Вода
🎖 Медаль
💩 Карма"
"148","58","🦞 Омар","27","130","10","📋 Страница монстра

🦞 Омар
🔸 Уровень: 27
🗺 Зона охоты: 🎣 Морской причал (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 10

Дроп ресурсов:
⏺ Хитин
💩 Карма
⏺💧Чистый хитин
👝 Мешок с ресурсами [II]
👝 Мешок с ресурсами [III]
🧬 Реагент для зелья
🧬 Реагент для зелья
🦞 Клешни Омара
🔖 Свиток заточки [III]"
"149","58","🐬 Дельфин","27","140","11","📋 Страница монстра

🐬 Дельфин
🔸 Уровень: 27
🗺 Зона охоты: 🎣 Морской причал (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 11

Дроп ресурсов:
👝 Мешок с ресурсами [III]
🛑 Философский камень
💩 Карма
❇️🏺Пропитанная кожа
❇️ Кожа
✴️💧Чистая кость
🧬 Реагент для зелья
🧬 Реагент для зелья"
"150","57","🐦 Чайка","21","105","9","📋 Страница монстра

🐦 Чайка
🔸 Уровень: 21
🗺 Зона охоты: 🗼 Маяк (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 105
💰 Золото: 9

Дроп ресурсов:
📄Рецепт [III]: Древнее кольцо баланса
🪱 Часть щупальца
📄Рецепт [III]: Древняя печать костей
📄Рецепт [III]: Древнее кольцо авангарда
✴️ Кость
❇️ Кожа
📄Рецепт [III]: Древнее кольцо наития
📄Рецепт [III]: Древнее стальное кольцо
📄Рецепт [III]: Древнее кольцо крови
📄Рецепт [III]: Древнее скользящее кольцо"
"151","58","🥾 Старый башмак","26","100","10","📋 Страница монстра

🥾 Старый башмак
🔸 Уровень: 26
🗺 Зона охоты: 🎣 Морской причал (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 100
💰 Золото: 10

Дроп ресурсов:
🔖 Свиток заточки [III]
🛑 Философский камень
❇️ Кожа
🍪 Печенька
🎟 Личный cброс параметров
📢 Рупор
💩 Карма
💝 Комплимент
❇️🏺Пропитанная кожа"
"152","57","🦅 Орлан белохвостый","25","125","11","📋 Страница монстра

🦅 Орлан белохвостый
🔸 Уровень: 25
🗺 Зона охоты: 🗼 Маяк (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 125
💰 Золото: 11

Дроп ресурсов:
📄Рецепт [III]: Древнее кольцо баланса
🪱 Часть щупальца
📄Рецепт [III]: Древняя печать костей
📄Рецепт [III]: Древнее кольцо авангарда
💚 Личный бонус регенерации 3ч
⚛️ Кровь
✴️ Кость
❇️ Кожа
📄Рецепт [III]: Древнее кольцо наития
📄Рецепт [III]: Древнее стальное кольцо
🔖 Свиток заточки [III]
📄Рецепт [III]: Древнее кольцо крови
📄Рецепт [III]: Древнее скользящее кольцо"
"153","55","🐕 Пёс зомби","13","55","5","📋 Страница монстра

🐕 Пёс зомби
🔸 Уровень: 13
🗺 Зона охоты: ☠️ Проклятые земли (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 55
💰 Золото: 5

Дроп ресурсов:
🟫 Шкура
⏺ Кованая сталь
🪱 Часть щупальца
🗺 Знание Цирты
📄Рецепт [II]: Печать старца
🔖 Свиток заточки [II]
✴️ Кость
❇️ Кожа
📄Рецепт [II]: Клевец пробоин"
"154","6","👯‍♀️ Одержимые","16","80","7","📋 Страница монстра

👯‍♀️ Одержимые
🔸 Уровень: 16
🗺 Зона охоты: 🏕 Лагерь фанатиков (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 80
💰 Золото: 7

Дроп ресурсов:
📄Рецепт [II]: Малахитовое кольцо
📄 Рецепт [II]: Улучшенный акинак
📄 Рецепт [II]: Кровавая секира
❇️ Олово
⏺ Бук
✴️ Дуб"
"155","5","🧝🏿‍♀️ Дриада","18","80","7","📋 Страница монстра

🧝🏿‍♀️ Дриада
🔸 Уровень: 18
🗺 Зона охоты: 🐾🍃Охотничьи угодья (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 80
💰 Золото: 7

Дроп ресурсов:
🟫 Шкура
📄Рецепт [III]: Древние кровавые перчатки
📄Рецепт [III]: Древние костяные наручи
❇️ Олово
📄Рецепт [III]: Древние перчатки авангарда
🔖 Свиток заточки [II]
❇️ Кожа
📄Рецепт [III]: Древние скользящие перчатки
📄Рецепт [III]: Древние браслеты наития
📄Рецепт [III]: Древние перчатки баланса
📄Рецепт [III]: Древние стальные перчатки"
"156","5","🧔‍♂️🐎 Кентавр","18","80","7","📋 Страница монстра

🧔‍♂️🐎 Кентавр
🔸 Уровень: 18
🗺 Зона охоты: 🐾🍃Охотничьи угодья (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 80
💰 Золото: 7

Дроп ресурсов:
🟫 Шкура
❇️ Кожа
📄Рецепт [III]: Древний шлем баланса
📄Рецепт [III]: Древний скользящий шлем
📄Рецепт [III]: Древний костяной шлем
🔖 Свиток заточки [II]
✴️ Кость
✴️ Дуб
📄Рецепт [III]: Древний шлем наития
📄Рецепт [III]: Древний стальной шлем
📄Рецепт [III]: Древний кровавый шлем
📄Рецепт [III]: Древняя каска авангарда"
"157","6","👯‍♂️ Одержимые","17","75","7","📋 Страница монстра

👯‍♂️ Одержимые
🔸 Уровень: 17
🗺 Зона охоты: 🏕 Лагерь фанатиков (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 75
💰 Золото: 7

Дроп ресурсов:
🔖 Свиток заточки [II]
✴️ Дуб
❇️ Сосна
⏺ Бук
📄Рецепт [II]: Колье безрассудства"
"158","5","🌳 Древень","19","95","8","📋 Страница монстра

🌳 Древень
🔸 Уровень: 19
🗺 Зона охоты: 🐾🍃Охотничьи угодья (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 95
💰 Золото: 8

Дроп ресурсов:
🟫 Шкура
⚛️ Титан
👝 Мешок с ресурсами [III]
📄Рецепт [III]: Древний шлем баланса
📄Рецепт [III]: Древний скользящий шлем
📄Рецепт [III]: Древний костяной шлем
❇️ Кожа
📄Рецепт [III]: Древний шлем наития
📄Рецепт [III]: Древний стальной шлем
📄Рецепт [III]: Древний кровавый шлем
📄Рецепт [III]: Древняя каска авангарда
⚛️ Амарант"
